Date,maxT,minT,prcpt,rDate,year,month,droughtThresh,droughtPeriod,periodCount,drought
6/05/79,5.6,0.4,3.2,1979-05-06,1979,May,0,End,,
13/05/79,18.4,9.2,0,1979-05-13,1979,May,1,Start,4,Not drought
17/05/79,14.9,5,2.4,1979-05-17,1979,May,0,End,,
20/05/79,12.5,3.3,0,1979-05-20,1979,May,1,Start,1,Not drought
21/05/79,10.8,5.3,14.1,1979-05-21,1979,May,0,End,,
1/06/79,11.4,3,0,1979-06-01,1979,Jun,1,Start,2,Not drought
3/06/79,13.2,8.2,0.7,1979-06-03,1979,Jun,0,End,,
4/06/79,21.8,10.5,0,1979-06-04,1979,Jun,1,Start,2,Not drought
6/06/79,17.1,7.2,0.4,1979-06-06,1979,Jun,0,End,,
9/06/79,16.7,6.5,0,1979-06-09,1979,Jun,1,Start,3,Not drought
12/06/79,16.5,10.2,0.7,1979-06-12,1979,Jun,0,End,,
16/06/79,14.2,8.1,0,1979-06-16,1979,Jun,1,Start,6,Not drought
22/06/79,23.4,9.6,1.8,1979-06-22,1979,Jun,0,End,,
23/06/79,17.9,10.3,0,1979-06-23,1979,Jun,1,Start,1,Not drought
24/06/79,18.5,11.3,2.2,1979-06-24,1979,Jun,0,End,,
27/06/79,15.2,8.4,0,1979-06-27,1979,Jun,1,Start,2,Not drought
29/06/79,18.2,9,0.2,1979-06-29,1979,Jun,0,End,,
1/07/79,12.5,9.3,0,1979-07-01,1979,Jul,1,Start,6,Not drought
7/07/79,21.2,10.8,0.3,1979-07-07,1979,Jul,0,End,,
10/07/79,14.8,10.3,0,1979-07-10,1979,Jul,1,Start,7,Not drought
17/07/79,17.4,13,0.3,1979-07-17,1979,Jul,0,End,,
23/07/79,13.9,9.1,0,1979-07-23,1979,Jul,1,Start,1,Not drought
24/07/79,16.3,9.4,0.6,1979-07-24,1979,Jul,0,End,,
27/07/79,21.2,10.2,0,1979-07-27,1979,Jul,1,Start,2,Not drought
29/07/79,21.5,14.2,2.5,1979-07-29,1979,Jul,0,End,,
4/08/79,15.4,10.2,0,1979-08-04,1979,Aug,1,Start,3,Not drought
7/08/79,20.1,13.6,0.3,1979-08-07,1979,Aug,0,End,,
19/08/79,17.8,11.4,0,1979-08-19,1979,Aug,1,Start,1,Not drought
20/08/79,16.6,11.6,0.2,1979-08-20,1979,Aug,0,End,,
27/08/79,16.9,9.3,0,1979-08-27,1979,Aug,1,Start,6,Not drought
2/09/79,20.8,10.7,10.8,1979-09-02,1979,Sep,0,End,,
5/09/79,17.9,7.5,0,1979-09-05,1979,Sep,1,Start,4,Not drought
9/09/79,17.9,12.3,0.2,1979-09-09,1979,Sep,0,End,,
10/09/79,18,9.1,0,1979-09-10,1979,Sep,1,Start,5,Not drought
15/09/79,11.5,0.7,2.4,1979-09-15,1979,Sep,0,End,,
16/09/79,13.3,4,0,1979-09-16,1979,Sep,1,Start,2,Not drought
18/09/79,16.3,8.3,0.8,1979-09-18,1979,Sep,0,End,,
24/09/79,13.5,0.6,0,1979-09-24,1979,Sep,1,Start,1,Not drought
25/09/79,13.2,2.4,0.5,1979-09-25,1979,Sep,0,End,,
28/09/79,12.5,1.6,0,1979-09-28,1979,Sep,1,Start,5,Not drought
3/10/79,14.9,5.5,1.8,1979-10-03,1979,Oct,0,End,,
6/10/79,12.5,0.2,0,1979-10-06,1979,Oct,1,Start,1,Not drought
7/10/79,12.5,7.9,1.9,1979-10-07,1979,Oct,0,End,,
8/10/79,13.1,10.7,0,1979-10-08,1979,Oct,1,Start,1,Not drought
9/10/79,17.6,11.4,1,1979-10-09,1979,Oct,0,End,,
10/10/79,17.4,12.5,0,1979-10-10,1979,Oct,1,Start,1,Not drought
11/10/79,15.3,8.2,4.6,1979-10-11,1979,Oct,0,End,,
12/10/79,14.7,9.2,0,1979-10-12,1979,Oct,1,Start,1,Not drought
13/10/79,14.3,10.8,9.7,1979-10-13,1979,Oct,0,End,,
15/10/79,16,7,0,1979-10-15,1979,Oct,1,Start,1,Not drought
16/10/79,13,6.1,2.3,1979-10-16,1979,Oct,0,End,,
17/10/79,11.1,6.1,0,1979-10-17,1979,Oct,1,Start,1,Not drought
18/10/79,11.9,6.8,4,1979-10-18,1979,Oct,0,End,,
19/10/79,11.4,6.5,0,1979-10-19,1979,Oct,1,Start,1,Not drought
20/10/79,14.3,6.1,2.8,1979-10-20,1979,Oct,0,End,,
21/10/79,11,-0.2,0,1979-10-21,1979,Oct,1,Start,4,Not drought
25/10/79,10.2,2.2,1.8,1979-10-25,1979,Oct,0,End,,
27/10/79,9.5,2.3,0,1979-10-27,1979,Oct,1,Start,2,Not drought
29/10/79,7.9,3.6,0.3,1979-10-29,1979,Oct,0,End,,
13/11/79,2.6,-6.5,0,1979-11-13,1979,Nov,1,Start,1,Not drought
14/11/79,1.5,-5.8,2.3,1979-11-14,1979,Nov,0,End,,
20/11/79,4.6,-1.5,0,1979-11-20,1979,Nov,1,Start,2,Not drought
22/11/79,9.1,1.6,0.5,1979-11-22,1979,Nov,0,End,,
29/11/79,12.8,9.4,0,1979-11-29,1979,Nov,1,Start,2,Not drought
1/12/79,11.8,6.9,1.5,1979-12-01,1979,Dec,0,End,,
20/12/79,2,-0.9,0,1979-12-20,1979,Dec,1,Start,2,Not drought
22/12/79,5.2,-2,0.7,1979-12-22,1979,Dec,0,End,,
25/12/79,1.8,-1.7,0,1979-12-25,1979,Dec,1,Start,1,Not drought
26/12/79,5,-1.5,1.4,1979-12-26,1979,Dec,0,End,,
31/12/79,1.1,-2.9,0,1979-12-31,1979,Dec,1,Start,3,Not drought
3/01/80,3.7,-8.4,3.8,1980-01-03,1980,Jan,0,End,,
7/01/80,5.3,1.9,0,1980-01-07,1980,Jan,1,Start,1,Not drought
8/01/80,3.6,0.3,0.6,1980-01-08,1980,Jan,0,End,,
9/01/80,2.1,-1,0,1980-01-09,1980,Jan,1,Start,5,Not drought
14/01/80,1.4,-4,0.3,1980-01-14,1980,Jan,0,End,,
17/01/80,1.8,0.4,0,1980-01-17,1980,Jan,1,Start,3,Not drought
20/01/80,2.2,-3.3,2.8,1980-01-20,1980,Jan,0,End,,
26/01/80,3.9,-1,0,1980-01-26,1980,Jan,1,Start,2,Not drought
28/01/80,2,-3.5,3.1,1980-01-28,1980,Jan,0,End,,
12/02/80,7.9,4.5,0,1980-02-12,1980,Feb,1,Start,3,Not drought
15/02/80,7.3,4.4,8,1980-02-15,1980,Feb,0,End,,
19/02/80,7.7,3.6,0,1980-02-19,1980,Feb,1,Start,2,Not drought
21/02/80,6.5,0.9,2.9,1980-02-21,1980,Feb,0,End,,
28/02/80,2.5,0.3,0,1980-02-28,1980,Feb,1,Start,1,Not drought
29/02/80,5.7,1.3,1,1980-02-29,1980,Feb,0,End,,
1/03/80,6.6,4.6,0,1980-03-01,1980,Mar,1,Start,5,Not drought
6/03/80,4.9,1.4,3.4,1980-03-06,1980,Mar,0,End,,
9/03/80,5.7,3.5,0,1980-03-09,1980,Mar,1,Start,1,Not drought
10/03/80,7.4,0.7,5.5,1980-03-10,1980,Mar,0,End,,
16/03/80,3.1,0.7,0,1980-03-16,1980,Mar,1,Start,1,Not drought
17/03/80,2.9,0.3,3.6,1980-03-17,1980,Mar,0,End,,
22/03/80,0.3,-5.4,0,1980-03-22,1980,Mar,1,Start,2,Not drought
24/03/80,2.8,0.3,6.2,1980-03-24,1980,Mar,0,End,,
30/03/80,6.3,2.8,0,1980-03-30,1980,Mar,1,Start,2,Not drought
1/04/80,8.9,4,7,1980-04-01,1980,Apr,0,End,,
2/04/80,7.8,3.9,0,1980-04-02,1980,Apr,1,Start,1,Not drought
3/04/80,8.3,1.5,1.6,1980-04-03,1980,Apr,0,End,,
4/04/80,9.5,1.2,0,1980-04-04,1980,Apr,1,Start,14,Not drought
18/04/80,10.7,5.4,0.2,1980-04-18,1980,Apr,0,End,,
19/04/80,12.2,6.2,0,1980-04-19,1980,Apr,1,Start,3,Not drought
22/04/80,10,3.6,1.4,1980-04-22,1980,Apr,0,End,,
25/04/80,11.6,4.3,0.1,1980-04-25,1980,Apr,1,Start,3,Not drought
28/04/80,11.6,4.9,0.3,1980-04-28,1980,Apr,0,End,,
29/04/80,9.3,4.7,0,1980-04-29,1980,Apr,1,Start,1,Not drought
30/04/80,10.4,5.2,1.8,1980-04-30,1980,Apr,0,End,,
1/05/80,8.9,4.6,0,1980-05-01,1980,May,1,Start,19,Drought start
20/05/80,20.9,9,4.2,1980-05-20,1980,May,0,End,,
22/05/80,14.6,5.6,0,1980-05-22,1980,May,1,Start,5,Not drought
27/05/80,14.7,8.4,1.3,1980-05-27,1980,May,0,End,,
4/06/80,21.8,12.4,0.1,1980-06-04,1980,Jun,1,Start,2,Not drought
6/06/80,24.7,7.7,18.2,1980-06-06,1980,Jun,0,End,,
9/06/80,14,7.9,0,1980-06-09,1980,Jun,1,Start,1,Not drought
10/06/80,17.9,10.5,4.8,1980-06-10,1980,Jun,0,End,,
22/06/80,18.4,6.8,0,1980-06-22,1980,Jun,1,Start,1,Not drought
23/06/80,17.6,4.2,2.1,1980-06-23,1980,Jun,0,End,,
25/06/80,14.3,9.2,0,1980-06-25,1980,Jun,1,Start,1,Not drought
26/06/80,16.7,8.8,1.5,1980-06-26,1980,Jun,0,End,,
29/06/80,14.2,8.3,0,1980-06-29,1980,Jun,1,Start,2,Not drought
1/07/80,12.6,7,18.4,1980-07-01,1980,Jul,0,End,,
3/07/80,17.6,7.9,0,1980-07-03,1980,Jul,1,Start,1,Not drought
4/07/80,18.4,10.4,5.6,1980-07-04,1980,Jul,0,End,,
7/07/80,13.8,6.4,0,1980-07-07,1980,Jul,1,Start,2,Not drought
9/07/80,11.7,10.1,2.1,1980-07-09,1980,Jul,0,End,,
10/07/80,13,7.8,0,1980-07-10,1980,Jul,1,Start,2,Not drought
12/07/80,13.4,8.9,3.5,1980-07-12,1980,Jul,0,End,,
14/07/80,14.6,8.9,0,1980-07-14,1980,Jul,1,Start,2,Not drought
16/07/80,15.6,6.8,0.8,1980-07-16,1980,Jul,0,End,,
17/07/80,14.8,7.6,0,1980-07-17,1980,Jul,1,Start,1,Not drought
18/07/80,13.2,9.5,2.4,1980-07-18,1980,Jul,0,End,,
22/07/80,14.9,8.3,0,1980-07-22,1980,Jul,1,Start,2,Not drought
24/07/80,20.8,9.4,0.2,1980-07-24,1980,Jul,0,End,,
25/07/80,20.3,11.6,0,1980-07-25,1980,Jul,1,Start,1,Not drought
26/07/80,24,15.2,2.4,1980-07-26,1980,Jul,0,End,,
28/07/80,19.7,12.1,0,1980-07-28,1980,Jul,1,Start,2,Not drought
30/07/80,18.4,13.5,0.6,1980-07-30,1980,Jul,0,End,,
31/07/80,19.5,10.9,0,1980-07-31,1980,Jul,1,Start,1,Not drought
1/08/80,19.6,10.4,0.3,1980-08-01,1980,Aug,0,End,,
17/08/80,20,13,0,1980-08-17,1980,Aug,1,Start,3,Not drought
20/08/80,16.2,11.9,1.1,1980-08-20,1980,Aug,0,End,,
22/08/80,13.6,9.3,0,1980-08-22,1980,Aug,1,Start,6,Not drought
28/08/80,20.4,8.7,0.5,1980-08-28,1980,Aug,0,End,,
1/09/80,17.3,9.7,0,1980-09-01,1980,Sep,1,Start,4,Not drought
5/09/80,16.8,10.9,1.8,1980-09-05,1980,Sep,0,End,,
7/09/80,18.8,10.9,0,1980-09-07,1980,Sep,1,Start,2,Not drought
9/09/80,15.5,8.3,0.6,1980-09-09,1980,Sep,0,End,,
25/09/80,14.4,6.1,0,1980-09-25,1980,Sep,1,Start,2,Not drought
27/09/80,15.7,7.5,0.9,1980-09-27,1980,Sep,0,End,,
29/09/80,14.4,2.9,0,1980-09-29,1980,Sep,1,Start,1,Not drought
30/09/80,13.9,8,0.4,1980-09-30,1980,Sep,0,End,,
3/10/80,12.4,2.1,0,1980-10-03,1980,Oct,1,Start,1,Not drought
4/10/80,14.5,7.3,6.9,1980-10-04,1980,Oct,0,End,,
5/10/80,11,5.5,0,1980-10-05,1980,Oct,1,Start,1,Not drought
6/10/80,10.3,7.3,5,1980-10-06,1980,Oct,0,End,,
12/10/80,8.3,0.4,0,1980-10-12,1980,Oct,1,Start,2,Not drought
14/10/80,9,3.7,0.6,1980-10-14,1980,Oct,0,End,,
31/10/80,7.4,-2,0,1980-10-31,1980,Oct,1,Start,5,Not drought
5/11/80,4.6,2.5,1.9,1980-11-05,1980,Nov,0,End,,
10/11/80,4.5,0.6,0,1980-11-10,1980,Nov,1,Start,1,Not drought
11/11/80,4.2,2.3,1,1980-11-11,1980,Nov,0,End,,
23/11/80,11.9,9.9,0,1980-11-23,1980,Nov,1,Start,1,Not drought
24/11/80,12.1,9.3,6.6,1980-11-24,1980,Nov,0,End,,
29/11/80,1,-2.5,0,1980-11-29,1980,Nov,1,Start,1,Not drought
30/11/80,1.6,-2.3,1.9,1980-11-30,1980,Nov,0,End,,
1/12/80,1.5,-5.6,0,1980-12-01,1980,Dec,1,Start,1,Not drought
2/12/80,5.3,-0.7,9.7,1980-12-02,1980,Dec,0,End,,
3/12/80,4.9,-1,0,1980-12-03,1980,Dec,1,Start,1,Not drought
4/12/80,4,-0.9,0.2,1980-12-04,1980,Dec,0,End,,
7/12/80,1.6,-3,0,1980-12-07,1980,Dec,1,Start,2,Not drought
9/12/80,2.7,-1.4,0.2,1980-12-09,1980,Dec,0,End,,
10/12/80,7.5,2.6,0,1980-12-10,1980,Dec,1,Start,1,Not drought
11/12/80,10.6,7.4,10.2,1980-12-11,1980,Dec,0,End,,
30/12/80,7.8,6.2,0.1,1980-12-30,1980,Dec,1,Start,1,Not drought
31/12/80,8.3,6,1.7,1980-12-31,1980,Dec,0,End,,
25/01/81,6.3,2.4,0,1981-01-25,1981,Jan,1,Start,1,Not drought
26/01/81,6.3,2.4,1,1981-01-26,1981,Jan,0,End,,
28/01/81,5.7,3.9,0.1,1981-01-28,1981,Jan,1,Start,2,Not drought
30/01/81,6.1,0.5,0.5,1981-01-30,1981,Jan,0,End,,
31/01/81,5.6,1.4,0,1981-01-31,1981,Jan,1,Start,3,Not drought
3/02/81,9.5,1.2,30.7,1981-02-03,1981,Feb,0,End,,
11/02/81,2,-4,0,1981-02-11,1981,Feb,1,Start,1,Not drought
12/02/81,2.1,-1.2,1,1981-02-12,1981,Feb,0,End,,
14/02/81,2.2,-5.5,0,1981-02-14,1981,Feb,1,Start,2,Not drought
16/02/81,3.9,-2,0.4,1981-02-16,1981,Feb,0,End,,
17/02/81,4,-0.6,0,1981-02-17,1981,Feb,1,Start,2,Not drought
19/02/81,1,-1,0.3,1981-02-19,1981,Feb,0,End,,
24/02/81,-0.7,-8.3,0.1,1981-02-24,1981,Feb,1,Start,4,Not drought
28/02/81,2.4,-1.5,8.5,1981-02-28,1981,Feb,0,End,,
5/03/81,1.7,-0.9,0,1981-03-05,1981,Mar,1,Start,1,Not drought
6/03/81,5.6,0.4,2.8,1981-03-06,1981,Mar,0,End,,
27/03/81,9.9,2.6,0,1981-03-27,1981,Mar,1,Start,5,Not drought
1/04/81,5.6,3.6,7.5,1981-04-01,1981,Apr,0,End,,
3/04/81,11.8,4.5,0,1981-04-03,1981,Apr,1,Start,4,Not drought
7/04/81,5.9,1.6,4.7,1981-04-07,1981,Apr,0,End,,
10/04/81,14.3,5.1,0,1981-04-10,1981,Apr,1,Start,1,Not drought
11/04/81,17,9.5,0.4,1981-04-11,1981,Apr,0,End,,
12/04/81,16.1,9,0,1981-04-12,1981,Apr,1,Start,1,Not drought
13/04/81,11.5,4,2.3,1981-04-13,1981,Apr,0,End,,
14/04/81,8.9,3.1,0,1981-04-14,1981,Apr,1,Start,9,Not drought
23/04/81,3.6,-2.6,1.6,1981-04-23,1981,Apr,0,End,,
2/05/81,7.2,0.2,0,1981-05-02,1981,May,1,Start,1,Not drought
3/05/81,7.4,1.1,5.2,1981-05-03,1981,May,0,End,,
7/05/81,14,8.1,0,1981-05-07,1981,May,1,Start,1,Not drought
8/05/81,15.2,10.2,0.9,1981-05-08,1981,May,0,End,,
12/05/81,19.8,9.5,0,1981-05-12,1981,May,1,Start,4,Not drought
16/05/81,15.6,4.5,6.5,1981-05-16,1981,May,0,End,,
17/05/81,13.1,7.3,0,1981-05-17,1981,May,1,Start,1,Not drought
18/05/81,10.2,4,5.3,1981-05-18,1981,May,0,End,,
20/05/81,15.1,9,0,1981-05-20,1981,May,1,Start,1,Not drought
21/05/81,17.5,8.2,6.8,1981-05-21,1981,May,0,End,,
27/05/81,14.9,6.5,0,1981-05-27,1981,May,1,Start,1,Not drought
28/05/81,14.8,6.6,16.7,1981-05-28,1981,May,0,End,,
31/05/81,15.7,11,0,1981-05-31,1981,May,1,Start,1,Not drought
1/06/81,16.5,8.7,2.4,1981-06-01,1981,Jun,0,End,,
3/06/81,17.4,8.9,0,1981-06-03,1981,Jun,1,Start,2,Not drought
5/06/81,13.1,8.1,0.4,1981-06-05,1981,Jun,0,End,,
6/06/81,14.9,8.7,0,1981-06-06,1981,Jun,1,Start,1,Not drought
7/06/81,14.8,8,6.8,1981-06-07,1981,Jun,0,End,,
14/06/81,20,13.1,0.1,1981-06-14,1981,Jun,1,Start,1,Not drought
15/06/81,16.2,11,12.8,1981-06-15,1981,Jun,0,End,,
16/06/81,14.2,7.5,0,1981-06-16,1981,Jun,1,Start,1,Not drought
17/06/81,14.3,8,1,1981-06-17,1981,Jun,0,End,,
22/06/81,17.9,7.8,0,1981-06-22,1981,Jun,1,Start,8,Not drought
30/06/81,15.6,10.6,3.6,1981-06-30,1981,Jun,0,End,,
1/07/81,13.9,10.8,0,1981-07-01,1981,Jul,1,Start,2,Not drought
3/07/81,16.3,8.6,2.6,1981-07-03,1981,Jul,0,End,,
5/07/81,19.4,11.6,0,1981-07-05,1981,Jul,1,Start,1,Not drought
6/07/81,17.4,9.5,5.4,1981-07-06,1981,Jul,0,End,,
7/07/81,16.4,11.8,0.1,1981-07-07,1981,Jul,1,Start,3,Not drought
10/07/81,21.4,11.4,6.4,1981-07-10,1981,Jul,0,End,,
13/07/81,16.3,9.5,0,1981-07-13,1981,Jul,1,Start,2,Not drought
15/07/81,16,11.4,0.2,1981-07-15,1981,Jul,0,End,,
28/07/81,17.5,11.4,0,1981-07-28,1981,Jul,1,Start,9,Not drought
6/08/81,22.4,15.4,18.5,1981-08-06,1981,Aug,0,End,,
9/08/81,13.1,11.3,0.1,1981-08-09,1981,Aug,1,Start,5,Not drought
14/08/81,19.6,15.2,0.3,1981-08-14,1981,Aug,0,End,,
15/08/81,20.3,10.2,0.1,1981-08-15,1981,Aug,1,Start,1,Not drought
16/08/81,16.4,7.8,0.3,1981-08-16,1981,Aug,0,End,,
17/08/81,17.4,9.6,0,1981-08-17,1981,Aug,1,Start,1,Not drought
18/08/81,18.4,13,0.7,1981-08-18,1981,Aug,0,End,,
19/08/81,16.3,11.6,0.1,1981-08-19,1981,Aug,1,Start,1,Not drought
20/08/81,14.8,11,24.1,1981-08-20,1981,Aug,0,End,,
24/08/81,18,10.5,0,1981-08-24,1981,Aug,1,Start,15,Drought start
8/09/81,21.2,13.5,1,1981-09-08,1981,Sep,0,End,,
9/09/81,17.9,8.4,0,1981-09-09,1981,Sep,1,Start,2,Not drought
11/09/81,20.4,11,13.3,1981-09-11,1981,Sep,0,End,,
13/09/81,15.9,6.6,0.1,1981-09-13,1981,Sep,1,Start,2,Not drought
15/09/81,15.9,12.6,13.4,1981-09-15,1981,Sep,0,End,,
21/09/81,14,8.1,0,1981-09-21,1981,Sep,1,Start,1,Not drought
22/09/81,15,8.4,3.2,1981-09-22,1981,Sep,0,End,,
23/09/81,14,8.2,0,1981-09-23,1981,Sep,1,Start,1,Not drought
24/09/81,14.3,9,3,1981-09-24,1981,Sep,0,End,,
25/09/81,14.3,8.5,0.1,1981-09-25,1981,Sep,1,Start,1,Not drought
26/09/81,13.4,7.8,21.1,1981-09-26,1981,Sep,0,End,,
5/10/81,11.3,2.4,0,1981-10-05,1981,Oct,1,Start,1,Not drought
6/10/81,11,7,2,1981-10-06,1981,Oct,0,End,,
15/10/81,5.9,-1.9,0,1981-10-15,1981,Oct,1,Start,4,Not drought
19/10/81,10.9,3.9,6,1981-10-19,1981,Oct,0,End,,
22/10/81,7.8,2.3,0,1981-10-22,1981,Oct,1,Start,2,Not drought
24/10/81,8.3,4.1,1.4,1981-10-24,1981,Oct,0,End,,
28/10/81,7.9,2.1,0,1981-10-28,1981,Oct,1,Start,1,Not drought
29/10/81,9.1,2.9,5.6,1981-10-29,1981,Oct,0,End,,
5/11/81,9,3,0,1981-11-05,1981,Nov,1,Start,7,Not drought
12/11/81,8.6,5.4,6.2,1981-11-12,1981,Nov,0,End,,
13/11/81,8.4,3.4,0,1981-11-13,1981,Nov,1,Start,1,Not drought
14/11/81,6.2,4.8,1.4,1981-11-14,1981,Nov,0,End,,
15/11/81,6.8,4.3,0,1981-11-15,1981,Nov,1,Start,1,Not drought
16/11/81,6,3.5,7.4,1981-11-16,1981,Nov,0,End,,
17/11/81,6.7,0.2,0,1981-11-17,1981,Nov,1,Start,1,Not drought
18/11/81,9.4,4.5,36.5,1981-11-18,1981,Nov,0,End,,
2/12/81,4.4,-0.9,0.1,1981-12-02,1981,Dec,1,Start,1,Not drought
3/12/81,7.5,2.5,0.3,1981-12-03,1981,Dec,0,End,,
8/12/81,3.4,-4.8,0.1,1981-12-08,1981,Dec,1,Start,1,Not drought
9/12/81,3.3,-4.6,1,1981-12-09,1981,Dec,0,End,,
13/12/81,-2.3,-8.5,0,1981-12-13,1981,Dec,1,Start,1,Not drought
14/12/81,-0.6,-4.6,15,1981-12-14,1981,Dec,0,End,,
16/12/81,-0.9,-9.4,0,1981-12-16,1981,Dec,1,Start,4,Not drought
20/12/81,-0.1,-12.4,20,1981-12-20,1981,Dec,0,End,,
23/12/81,-2.4,-12.4,0,1981-12-23,1981,Dec,1,Start,1,Not drought
24/12/81,-0.5,-8.2,1.5,1981-12-24,1981,Dec,0,End,,
25/12/81,-0.4,-8.4,0,1981-12-25,1981,Dec,1,Start,3,Not drought
28/12/81,0.1,-1.4,7.5,1981-12-28,1981,Dec,0,End,,
7/01/82,-1.5,-8,0,1982-01-07,1982,Jan,1,Start,1,Not drought
8/01/82,-3.6,-7.6,3.9,1982-01-08,1982,Jan,0,End,,
11/01/82,-3.9,-6.4,0,1982-01-11,1982,Jan,1,Start,6,Not drought
17/01/82,3.4,2.6,1.1,1982-01-17,1982,Jan,0,End,,
24/01/82,4.5,-0.7,0,1982-01-24,1982,Jan,1,Start,1,Not drought
25/01/82,7.4,-2,1.3,1982-01-25,1982,Jan,0,End,,
2/02/82,6.6,4,0,1982-02-02,1982,Feb,1,Start,3,Not drought
5/02/82,8.6,2.9,1.1,1982-02-05,1982,Feb,0,End,,
8/02/82,5.1,-0.4,0,1982-02-08,1982,Feb,1,Start,1,Not drought
9/02/82,8.8,0.2,3.3,1982-02-09,1982,Feb,0,End,,
14/02/82,7.6,0.1,0,1982-02-14,1982,Feb,1,Start,4,Not drought
18/02/82,0.4,-0.8,0.4,1982-02-18,1982,Feb,0,End,,
20/02/82,1.9,-4,0,1982-02-20,1982,Feb,1,Start,5,Not drought
25/02/82,5.4,0.2,3.1,1982-02-25,1982,Feb,0,End,,
8/03/82,4.7,-0.8,0,1982-03-08,1982,Mar,1,Start,1,Not drought
9/03/82,4.1,-0.5,5.7,1982-03-09,1982,Mar,0,End,,
16/03/82,4.5,0.5,0.1,1982-03-16,1982,Mar,1,Start,1,Not drought
17/03/82,5.4,0.6,13,1982-03-17,1982,Mar,0,End,,
23/03/82,8.4,-1.4,0,1982-03-23,1982,Mar,1,Start,6,Not drought
29/03/82,11.6,1.2,3.5,1982-03-29,1982,Mar,0,End,,
31/03/82,4.9,1.2,0,1982-03-31,1982,Mar,1,Start,2,Not drought
2/04/82,6.9,1.1,0.8,1982-04-02,1982,Apr,0,End,,
3/04/82,9.6,2.1,0,1982-04-03,1982,Apr,1,Start,1,Not drought
4/04/82,12.3,6,0.5,1982-04-04,1982,Apr,0,End,,
5/04/82,13,3.2,0,1982-04-05,1982,Apr,1,Start,1,Not drought
6/04/82,14.1,5.9,2.7,1982-04-06,1982,Apr,0,End,,
12/04/82,4.9,-1.2,0,1982-04-12,1982,Apr,1,Start,11,Not drought
23/04/82,12.9,3.6,0.3,1982-04-23,1982,Apr,0,End,,
24/04/82,9.9,5.4,0,1982-04-24,1982,Apr,1,Start,5,Not drought
29/04/82,11.2,5.6,1.6,1982-04-29,1982,Apr,0,End,,
6/05/82,9.8,-1.2,0,1982-05-06,1982,May,1,Start,1,Not drought
7/05/82,10.4,2.1,5.9,1982-05-07,1982,May,0,End,,
8/05/82,8.8,0.5,0,1982-05-08,1982,May,1,Start,8,Not drought
16/05/82,19.5,8.7,2,1982-05-16,1982,May,0,End,,
17/05/82,17.4,2.8,0,1982-05-17,1982,May,1,Start,2,Not drought
19/05/82,14.8,5.6,0.4,1982-05-19,1982,May,0,End,,
20/05/82,13.7,8.1,0.1,1982-05-20,1982,May,1,Start,2,Not drought
22/05/82,16.7,10.4,3.1,1982-05-22,1982,May,0,End,,
25/05/82,14.8,9.8,0,1982-05-25,1982,May,1,Start,2,Not drought
27/05/82,15.6,8.8,1.1,1982-05-27,1982,May,0,End,,
28/05/82,15.4,6.9,0,1982-05-28,1982,May,1,Start,5,Not drought
2/06/82,23.4,10.7,2.4,1982-06-02,1982,Jun,0,End,,
4/06/82,22.9,12.5,0,1982-06-04,1982,Jun,1,Start,2,Not drought
6/06/82,25.9,13.4,6,1982-06-06,1982,Jun,0,End,,
7/06/82,22.4,11,0,1982-06-07,1982,Jun,1,Start,2,Not drought
9/06/82,20.9,13.3,4.1,1982-06-09,1982,Jun,0,End,,
10/06/82,17.2,10.1,0,1982-06-10,1982,Jun,1,Start,1,Not drought
11/06/82,15.5,10.6,15.8,1982-06-11,1982,Jun,0,End,,
13/06/82,16.2,6.4,0,1982-06-13,1982,Jun,1,Start,3,Not drought
16/06/82,14.4,9.3,4.2,1982-06-16,1982,Jun,0,End,,
17/06/82,17.4,9.6,0,1982-06-17,1982,Jun,1,Start,1,Not drought
18/06/82,17.8,8.8,8.4,1982-06-18,1982,Jun,0,End,,
1/07/82,16.1,12,0,1982-07-01,1982,Jul,1,Start,2,Not drought
3/07/82,14.5,9.2,3.8,1982-07-03,1982,Jul,0,End,,
7/07/82,18.8,10.8,0,1982-07-07,1982,Jul,1,Start,3,Not drought
10/07/82,25,13,1,1982-07-10,1982,Jul,0,End,,
12/07/82,22.4,12.2,0,1982-07-12,1982,Jul,1,Start,3,Not drought
15/07/82,20.4,12.9,1.5,1982-07-15,1982,Jul,0,End,,
17/07/82,15.1,8.4,0,1982-07-17,1982,Jul,1,Start,1,Not drought
18/07/82,19.6,12.8,1.6,1982-07-18,1982,Jul,0,End,,
19/07/82,19.4,8.6,0,1982-07-19,1982,Jul,1,Start,12,Not drought
31/07/82,21.7,13.2,0.5,1982-07-31,1982,Jul,0,End,,
3/08/82,22.4,14,0,1982-08-03,1982,Aug,1,Start,2,Not drought
5/08/82,22.7,14.4,10.2,1982-08-05,1982,Aug,0,End,,
8/08/82,16,11.3,0,1982-08-08,1982,Aug,1,Start,1,Not drought
9/08/82,20,10.4,1.5,1982-08-09,1982,Aug,0,End,,
11/08/82,18.1,9.1,0,1982-08-11,1982,Aug,1,Start,1,Not drought
12/08/82,20.4,10.7,3,1982-08-12,1982,Aug,0,End,,
27/08/82,15.7,7.2,0,1982-08-27,1982,Aug,1,Start,1,Not drought
28/08/82,14.9,6,1.9,1982-08-28,1982,Aug,0,End,,
29/08/82,16.4,5.9,0,1982-08-29,1982,Aug,1,Start,1,Not drought
30/08/82,16.2,10.6,2,1982-08-30,1982,Aug,0,End,,
